👨‍🎓课堂,#genre#
中国教育4,http://111.20.106.13:6610/yinhe/2/ch00000090990000001308/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=?zyangd
CGTV,http://39.135.32.24:6610/000000001000/8428799834696888424/1.m3u8?xtkg?zyangd
CGTN,https://live.cgtn.com/1000/prog_index.m3u8?zyangd
CGTN,http://39.135.138.58:18890/ysten-businessmobile/live/cctvennews/1.m3u8?zyangd
CGTN,http://39.135.55.7:6610/PLTV/88888888/224/3221225822/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zyangd
CGTN纪录,http://tvindexlive01.yn.ysten.com:8080/ysten-business/live/HD-3600k-1080p-ynCGTNdocu/1.m3u8?zyangd
CGTN纪录,http://117.148.179.157/PLTV/88888888/224/3221232869/index.m3u8?zyangd
CGTN纪录,http://117.148.179.157/PLTV/88888888/224/3221231492/index.m3u8?zyangd
CGTN纪录,http://111.40.196.9/PLTV/88888888/224/3221225536/index.m3u8?zyangd
CGTN法语,http://117.148.179.157/PLTV/88888888/224/3221232861/index.m3u8?zyangd
CGTN法语,http://117.148.179.157/PLTV/88888888/224/3221231550/index.m3u8?zyangd
CGTN法语,http://39.135.55.7:6610/PLTV/88888888/224/3221227220/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zyangd
CGTN西班牙语,http://117.148.179.157/PLTV/88888888/224/3221232855/index.m3u8?zyangd
CGTN西班牙语,http://117.148.179.157/PLTV/88888888/224/3221231546/index.m3u8?zyangd
CGTN西班牙语,http://39.135.55.7:6610/PLTV/88888888/224/3221227238/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zyangd
CGTN阿拉伯语,http://39.135.32.6:6610/PLTV/77777777/224/3221225822/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zyangd
CGTN阿拉伯语,http://39.135.55.7:6610/PLTV/88888888/224/3221227224/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zyangd
CGTN阿拉伯语,http://117.148.179.157/PLTV/88888888/224/3221232872/index.m3u8?zyangd
CGTN阿拉伯语,http://117.148.179.157/PLTV/88888888/224/3221231579/index.m3u8?zyangd
CGTN俄罗斯语,http://117.148.179.157/PLTV/88888888/224/3221232878/index.m3u8?zyangd
CGTN俄罗斯语,http://117.148.179.157/PLTV/88888888/224/3221231591/index.m3u8?zyangd
央视台球,http://117.148.179.167/PLTV/88888888/224/3221231616/index.m3u8?zyangd

📺卫视蓝光,#genre#
广东,http://39.135.32.6:6610/PLTV/77777777/224/3221225666/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
广东卫视,http://39.135.32.24:6610/000000001000/1000000001000028357/1.m3u8?xtkg?zweid
深圳卫视,http://39.135.32.24:6610/000000001000/1000000001000011645/1.m3u8?xtkg?zweid
湖南卫视,http://39.135.32.24:6610/000000001000/1000000001000009115/1.m3u8?xtkg?zweid
浙江卫视,http://39.135.32.24:6610/000000001000/1000000001000009806/1.m3u8?xtkg?zweid
东方卫视,http://39.135.32.24:6610/000000001000/1000000001000030202/1.m3u8?xtkg?zweid
江苏卫视,http://39.135.32.24:6610/000000001000/1000000001000004684/1.m3u8?xtkg?zweid
北京卫视,http://39.135.32.24:6610/000000001000/1000000001000017156/1.m3u8?xtkg?zweid
天津卫视,http://39.135.32.24:6610/000000001000/1000000001000000831/1.m3u8?xtkg?zweid
山東卫视,http://39.135.32.24:6610/000000001000/1000000001000012807/1.m3u8?xtkg?zweid
东南卫视,http://39.135.32.24:6610/000000001000/1000000002000009263/1.m3u8?xtkg?zweid
江西卫视,http://39.135.32.24:6610/000000001000/1000000001000013731/1.m3u8?xtkg?zweid
黑龙江卫视,http://39.135.32.24:6610/000000001000/8467838254824392379/1.m3u8?xtkg?zweid
重庆卫视,http://39.135.32.24:6610/000000001000/1000000002000018937/1.m3u8?xtkg?zweid
辽宁卫视,http://39.135.32.24:6610/000000001000/1000000002000024033/1.m3u8?xtkg?zweid
广东卫视,http://39.135.32.25:6610/000000001000/HD-4000k-1080P-guangdongstv/1.m3u8?IASHttpSessionId=OTT?zweid
江苏卫视,http://39.135.32.24:6610/000000001000/HD-4000k-1080P-jiangsustv/1.m3u8?IASHttpSessionId=OTT?zweid
浙江卫视,http://39.135.32.25:6610/000000001000/HD-4000k-1080P-zhejiangstv/1.m3u8?IASHttpSessionId=OTT?zweid
东方卫视,http://39.135.32.25:6610/000000001000/HD-4000k-1080P-dongfangstv/1.m3u8?IASHttpSessionId=OTT?zweid
北京卫视,http://39.135.32.25:6610/000000001000/HD-4000k-1080P-beijingstv/1.m3u8?IASHttpSessionId=OTT?zweid
山东卫视,http://39.135.32.24:6610/000000001000/HD-8000k-1080P-shandongstv/1.m3u8?IASHttpSessionId=OTT?zweid
黑龙江卫视,http://39.135.32.24:6610/000000001000/hdheilongjiangstv/1.m3u8?IASHttpSessionId=OTT?zweid
安徽卫视,http://39.135.32.24:6610/000000001000/anhuistv/1.m3u8?IASHttpSessionId=OTT?zweid
辽宁卫视,http://39.135.32.24:6610/000000001000/HD-8000k-1080P-liaoningstv/1.m3u8?IASHttpSessionId=OTT?zweid
重庆卫视,http://39.135.32.6:6610/000000001000/HD-8000k-1080P-chongqingstv/1.m3u8?IASHttpSessionId=OTT?zweid
江西卫视,http://39.135.32.7:6610/000000001000/HD-4000k-1080P-jiangxistv/1.m3u8?IASHttpSessionId=OTT?zweid
广东卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225685/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
深圳卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225725/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
深圳卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225691/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
北京卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225651/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
湖南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225745/index.m3u8?zweid
江苏卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225722/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
东方卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225718/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
浙江卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225731/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
湖南卫视,http://117.148.179.172/PLTV/88888888/224/3221231729/index.m3u8?zweid
东南卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225696/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
湖北卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225721/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
山东卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225672/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
山东卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225642/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
黑龙江卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225734/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
辽宁卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225779/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
辽宁卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225639/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
安徽卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225701/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
安徽卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225671/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
江西卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225669/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
重庆卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225745/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
重庆卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225679/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
广西卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225986/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
广东卫视,http://117.148.179.141/PLTV/88888888/224/3221231891/index.m3u8
湖南卫视,http://117.148.179.172/PLTV/88888888/224/3221231729/index.m3u8?zweid
湖南卫视,http://117.148.179.135/PLTV/88888888/224/3221230206/index.m3u8?zweid
湖南卫视,http://117.148.179.148/PLTV/88888888/224/3221230824/index.m3u8?zweid
江苏卫视,http://117.148.179.175/PLTV/88888888/224/3221231447/index.m3u8?zweid
浙江卫视,http://117.148.179.140/PLTV/88888888/224/3221229352/index.m3u8?zweid
东方卫视,http://117.148.179.160/PLTV/88888888/224/3221231738/index.m3u8?zweid
北京卫视,http://117.148.179.168/PLTV/88888888/224/3221231732/index.m3u8?zweid
湖北卫视,http://117.148.179.142/PLTV/88888888/224/3221231888/index.m3u8?zweid
黑龙江卫视,http://117.148.179.141/PLTV/88888888/224/3221231967/index.m3u8?zweid
辽宁卫视,http://117.148.179.152/PLTV/88888888/224/3221231802/index.m3u8?zweid
江西卫视,http://117.148.179.141/PLTV/88888888/224/3221231964/index.m3u8?zweid
四川卫视,http://117.148.179.142/PLTV/88888888/224/3221231885/index.m3u8?zweid
东南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227156/index.m3u8?servicetype=1?zweid
东方卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225828/index.m3u8?servicetype=1?zweid
云南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227181/index.m3u8?servicetype=1?zweid
北京卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225826/index.m3u8?servicetype=1?zweid
厦门卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221226781/index.m3u8?servicetype=1?zweid
吉林卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227099/index.m3u8?servicetype=1?zweid
天津卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225830/index.m3u8?servicetype=1?zweid
安徽卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225844/index.m3u8?servicetype=1?zweid
山东卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225843/index.m3u8?servicetype=1?zweid
广东卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225824/index.m3u8?servicetype=1?zweid
江苏卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225847/index.m3u8?servicetype=1?zweid
江西卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225834/index.m3u8?servicetype=1?zweid
河北卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227063/index.m3u8?servicetype=1?zweid
河南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227095/index.m3u8?servicetype=1?zweid
浙江卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225825/index.m3u8?servicetype=1?zweid
海南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227216/index.m3u8?servicetype=1?zweid
海峡卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227198/index.m3u8?servicetype=1?zweid
深圳卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225848/index.m3u8?servicetype=1?zweid
湖北卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225840/index.m3u8?servicetype=1?zweid
湖南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221226924/index.m3u8?servicetype=1?zweid
贵州卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227201/index.m3u8?servicetype=1?zweid
辽宁卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225832/index.m3u8?servicetype=1?zweid
重庆卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225831/index.m3u8?servicetype=1?zweid
黑龙江卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225862/index.m3u8?servicetype=1?zweid

💎卫视流通,#genre#
广东,http://117.148.179.159/PLTV/88888888/224/3221231502/index.m3u8?zweimd
广东卫视,http://111.40.196.32/PLTV/88888888/224/3221225533/index.m3u8?zweimd
深圳卫视,http://111.40.196.25/PLTV/88888888/224/3221225537/index.m3u8?zweimd
湖南卫视,http://111.40.196.30/PLTV/88888888/224/3221225554/index.m3u8?zweimd
北京卫视,http://111.40.196.25/PLTV/88888888/224/3221225540/index.m3u8?zweimd
浙江卫视,http://111.40.196.25/PLTV/88888888/224/3221225510/index.m3u8?zweimd
江苏卫视,http://111.40.196.27/PLTV/88888888/224/3221225517/index.m3u8?zweimd
东南卫视,http://111.40.196.28/PLTV/88888888/224/3221225583/index.m3u8?zweimd
东方卫视,http://111.40.196.31/PLTV/88888888/224/3221225509/index.m3u8?zweimd
安徽卫视,http://111.40.196.25/PLTV/88888888/224/3221225551/index.m3u8?zweimd
江西卫视,http://111.40.196.30/PLTV/88888888/224/3221225560/index.m3u8?zweimd
天津卫视,http://111.40.196.32/PLTV/88888888/224/3221225597/index.m3u8?zweimd
山东卫视,http://111.40.196.27/PLTV/88888888/224/3221225526/index.m3u8?zweimd
辽宁卫视,http://111.40.196.34/PLTV/88888888/224/3221225593/index.m3u8?zweimd
广东卫视,http://117.148.179.159/PLTV/88888888/224/3221231502/index.m3u8?zweimd
深圳卫视,http://39.135.138.58:18890/PLTV/88888910/224/3221225741/index.m3u8?zweimd
南方卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-nanfangstv/1.m3u8?IASHttpSessionId=OTT?zweimd
南方卫视,http://117.148.179.165/PLTV/88888888/224/3221231661/index.m3u8?zweimd
北京卫视,http://117.148.179.136/PLTV/88888888/224/3221231567/index.m3u8?zweimd
江苏卫视,http://117.148.179.175/PLTV/88888888/224/3221231447/index.m3u8?zweimd
浙江卫视,http://117.148.179.136/PLTV/88888888/224/3221231567/index.m3u8?zweimd
东方卫视,http://117.148.179.167/PLTV/88888888/224/3221231450/index.m3u8?zweimd
天津卫视,http://117.148.179.146/PLTV/88888888/224/3221228905/index.m3u8?zweimd
山东卫视,http://117.148.179.137/PLTV/88888888/224/3221227909/index.m3u8?zweimd
湖北卫视,http://39.135.32.7:6610/000000001000/hubeistv/1.m3u8?IASHttpSessionId=OTT?zweimd
四川卫视,http://39.135.32.7:6610/000000001000/SD-4000k-576P-sichuanstv/1.m3u8?IASHttpSessionId=OTT?zweimd
厦门卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-xiamenstv/1.m3u8?IASHttpSessionId=OTT?zweimd
甘肃卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-gansustv/1.m3u8?IASHttpSessionId=OTT?zweimd
河北卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-hebeistv/1.m3u8?IASHttpSessionId=OTT?zweimd
山西卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-shanxistv/1.m3u8?IASHttpSessionId=OTT?zweimd
河南卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-henanstv/1.m3u8?IASHttpSessionId=OTT?zweimd
云南卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-yunnanstv/1.m3u8?IASHttpSessionId=OTT?zweimd
青海卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-qinghaistv/1.m3u8?IASHttpSessionId=OTT?zweimd
广西卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-guangxistv/1.m3u8?IASHttpSessionId=OTT?zweimd
陕西卫视,http://39.135.32.6:6610/000000001000/SD-4000k-576P-shanxi1stv/1.m3u8?IASHttpSessionId=OTT?zweimd
吉林卫视,http://39.135.32.10:6610/000000001000/jilinstv/1.m3u8?IASHttpSessionId=OTT?zweimd
海南卫视,http://39.135.32.10:6610/000000001000/lvyoustv/1.m3u8?IASHttpSessionId=OTT?zweimd
内蒙古卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-neimenggustv/1.m3u8?IASHttpSessionId=OTT?zweimd
宁夏卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-ningxiastv/1.m3u8?IASHttpSessionId=OTT?zweimd
新疆卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-xinjiangstv/1.m3u8?IASHttpSessionId=OTT?zweimd
兵团卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-bingtuanstv/1.m3u8?IASHttpSessionId=OTT?zweimd
西卫藏视,http://39.135.32.10:6610/000000001000/xizangstv/1.m3u8?IASHttpSessionId=OTT?zweimd
湖北卫视,http://39.135.32.24:6610/000000001000/6956052407855047826/1.m3u8?xtkg?zweimd
四川卫视,http://39.135.32.24:6610/000000001000/1000000002000016825/1.m3u8?xtkg?zweimd
贵州卫视,http://39.135.32.24:6610/000000001000/1000000002000003169/1.m3u8?xtkg?zweimd
海南卫视,http://39.135.32.24:6610/000000001000/7899627377857656087/1.m3u8?xtkg?zweimd
河北卫视,http://39.135.32.24:6610/000000001000/1000000002000017118/1.m3u8?xtkg?zweimd
甘肃卫视,http://39.135.32.24:6610/000000001000/1000000002000017827/1.m3u8?xtkg?zweimd
青海卫视,http://39.135.32.24:6610/000000001000/1000000002000013359/1.m3u8?xtkg?zweimd
山西卫视,http://39.135.32.24:6610/000000001000/1000000002000021220/1.m3u8?xtkg?zweimd
云南卫视,http://39.135.32.24:6610/000000001000/1000000002000024694/1.m3u8?xtkg?zweimd
陝西卫视,http://39.135.32.24:6610/000000001000/1000000002000007495/1.m3u8?xtkg?zweimd
吉林卫视,http://39.135.32.24:6610/000000001000/6042486520432105075/1.m3u8?xtkg?zweimd
宁夏卫视,http://39.135.32.24:6610/000000001000/1000000002000031451/1.m3u8?xtkg?zweimd
內蒙古卫视,http://39.135.32.24:6610/000000001000/1000000002000014080/1.m3u8?xtkg?zweimd
新彊卫视,http://39.135.32.24:6610/000000001000/1000000002000029441/1.m3u8?xtkg?zweimd
西卫藏视,http://39.135.32.24:6610/000000001000/6603041244077933770/1.m3u8?xtkg?zweimd
广西卫视,http://39.135.32.24:6610/000000001000/1000000002000019837/1.m3u8?xtkg?zweimd
湖北卫视,http://111.40.196.27/PLTV/88888888/224/3221225654/index.m3u8?zweimd
广西卫视,http://111.40.196.27/PLTV/88888888/224/3221225601/index.m3u8?zweimd
河北卫视,http://111.40.196.27/PLTV/88888888/224/3221225627/index.m3u8?zweimd
甘肃卫视,http://111.40.196.28/PLTV/88888888/224/3221225639/index.m3u8?zweimd
宁夏卫视,http://111.40.196.29/PLTV/88888888/224/3221225641/index.m3u8?zweimd
云南卫视,http://111.40.196.29/PLTV/88888888/224/3221225644/index.m3u8?zweimd
重庆卫视,http://111.40.196.31/PLTV/88888888/224/3221225514/index.m3u8?zweimd
康巴卫视,http://111.40.196.38/PLTV/88888888/224/3221225648/index.m3u8?zweimd
厦门卫视,http://111.40.196.32/PLTV/88888888/224/3221225643/index.m3u8?zweimd
安多卫视,http://111.40.196.28/PLTV/88888888/224/3221225666/index.m3u8?zweimd
兵团卫视,http://111.40.196.31/PLTV/88888888/224/3221225637/index.m3u8?zweimd
广东卫视,http://111.40.196.31/PLTV/88888888/224/3221225531/index.m3u8?zweimd
湖南卫视,http://111.40.196.28/PLTV/88888888/224/3221225519/index.m3u8?zweimd
江苏卫视,http://111.40.196.31/PLTV/88888888/224/3221225515/index.m3u8?zweimd
湖北卫视,http://111.40.196.30/PLTV/88888888/224/3221225547/index.m3u8?zweimd
北京卫视,http://111.40.196.32/PLTV/88888888/224/3221225527/index.m3u8?zweimd
东南卫视,http://111.40.196.33/PLTV/88888888/224/3221225516/index.m3u8?zweimd
山东卫视,http://111.40.196.30/PLTV/88888888/224/3221225543/index.m3u8?zweimd
湖北卫视,http://117.148.179.134/PLTV/88888888/224/3221231523/index.m3u8?zweimd
黑龙江卫视,http://117.148.179.162/PLTV/88888888/224/3221231520/index.m3u8?zweimd
安徽卫视,http://117.148.179.177/PLTV/88888888/224/3221230215/index.m3u8?zweimd
江西卫视,http://117.148.179.157/PLTV/88888888/224/3221231511/index.m3u8?zweimd
四川卫视,http://117.148.179.176/PLTV/88888888/224/3221231517/index.m3u8?zweimd
河北卫视,http://117.148.179.179/PLTV/88888888/224/3221231411/index.m3u8?zweimd
贵州卫视,http://117.148.179.160/PLTV/88888888/224/3221231676/index.m3u8?zweimd
山西卫视,http://117.148.179.169/PLTV/88888888/224/3221231444/index.m3u8?zweimd
东南卫视,http://117.148.179.160/PLTV/88888888/224/3221231414/index.m3u8?zweimd
厦门卫视,http://117.148.179.134/PLTV/88888888/224/3221229184/index.m3u8?zweimd
海南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225722/index.m3u8?zweimd
青海卫视,http://117.148.179.151/PLTV/88888888/224/3221231435/index.m3u8?zweimd
云南卫视,http://117.148.179.141/PLTV/88888888/224/3221231499/index.m3u8?zweimd
河南卫视,http://117.148.179.144/PLTV/88888888/224/3221231514/index.m3u8?zweimd
陕西卫视,http://117.148.179.156/PLTV/88888888/224/3221231408/index.m3u8?zweimd
吉林卫视,http://117.148.179.164/PLTV/88888888/224/3221231472/index.m3u8?zweimd
广西卫视,http://117.148.179.164/PLTV/88888888/224/3221231600/index.m3u8?zweimd
内蒙古卫视,http://117.148.179.151/PLTV/88888888/224/3221231478/index.m3u8?zweimd
宁夏卫视,http://117.148.179.160/PLTV/88888888/224/3221231441/index.m3u8?zweimd
甘肃卫视,http://117.148.179.158/PLTV/88888888/224/3221231393/index.m3u8?zweimd
重庆卫视,http://117.148.179.155/PLTV/88888888/224/3221231508/index.m3u8?zweimd
新疆卫视,http://117.148.179.183/PLTV/88888888/224/3221231451/index.m3u8?zweimd
兵团卫视,http://117.148.179.162/PLTV/88888888/224/3221231469/index.m3u8?zweimd
南方卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227214/index.m3u8?servicetype=1?zweimd
东南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225833/index.m3u8?servicetype=1?zweimd
云南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225853/index.m3u8?servicetype=1?zweimd
河北卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225837/index.m3u8?servicetype=1?zweimd
河南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225842/index.m3u8?servicetype=1?zweimd
海南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225855/index.m3u8?servicetype=1?zweimd
甘肃卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225845/index.m3u8?servicetype=1?zweimd
吉林卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225851/index.m3u8?servicetype=1?zweimd
四川卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225835/index.m3u8?servicetype=1?zweimd
康巴卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225856/index.m3u8?servicetype=1?zweimd
贵州卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225838/index.m3u8?servicetype=1?zweimd
青海卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225841/index.m3u8?servicetype=1?zweimd
宁夏卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225849/index.m3u8?servicetype=1?zweimd
山西卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225839/index.m3u8?servicetype=1?zweimd
陕西卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225850/index.m3u8?servicetype=1?zweimd
广西卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225836/index.m3u8?servicetype=1?zweimd
新疆卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225852/index.m3u8?servicetype=1?zweimd
内蒙古卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225846/index.m3u8?servicetype=1?zweimd
西卫藏视,http://117.148.179.162/PLTV/88888888/224/3221231558/index.m3u8?zweimd

🐇少儿,#genre#
央视少儿频道,http://117.148.179.182/PLTV/88888888/224/3221231648/index.m3u8
金鹰卡通,http://183.207.249.5:80/PLTV/4/224/3221226303/index.m3u8?
金鹰卡通,http://39.134.115.163:8080/PLTV/88888910/224/3221225721/index.m3u8
嘉佳卡通,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226193/index.m3u8
优漫卡通,http://183.207.249.15:80/PLTV/4/224/3221225933/index.m3u8?
北京卡酷少儿[768*576][768*576],http://39.134.65.162/PLTV/88888888/224/3221225562/1.m3u8
山东少儿[785*576][785*576],http://39.136.48.98:8089/PLTV/88888888/224/3221226001/index.m3u8
杭州少儿体育,http://112.17.40.247/PLTV/88888888/224/3221229316/index.m3u8
黑龙江少儿[1920*1080][1920*1080],http://39.134.65.141/PLTV/88888888/224/3221225979/1.m3u8
南京少兒,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
浙江少兒,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
深圳少儿,http://ye23.win/iptv/sztv.php?id=7
黑莓动画,http://183.207.249.15/PLTV/3/224/3221225555/index.m3u8
黑莓动画,http://183.207.249.7/PLTV/3/224/3221225555/index.m3u8
韩国EBS少儿频道,http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/playlist.m3u8
少儿动漫,http://111.11.123.49:6610/000000001000/8145334647720731271/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218220220429145931225614&channel-id=wasusyt&Contentid=8145334647720731271
小猪佩奇,http://baiducdncmn2.inter.iqiyi.com/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8
小猪佩寄,http://118.26.120.23:55336/tslive/c53_lb_78_600_t10/c53_lb_78_600_t10.m3u8?key=0b292c335e5837e94a815c2c45ffe0057
倒霉熊,http://118.26.120.37:55336/tslive/c54_lb_140_600_t10/c54_lb_140_600_t10.m3u8?key=0f2a06793124310bccc587b5da61b57da
动画电影,http://118.26.120.36:55336/tslive/c51_lb_118_600_t10/c51_lb_118_600_t10.m3u8?key=0b292c335e5837e94f25985f7c35b1efe
爆笑虫子,http://txtest-xp2p.p2p.huya.com/98282154-98282154-422118637210435584-3465852224-10057-A-0-1.xs
动画乐园,http://211.94.219.178:18080/PLTV/68/224/3221226406/index.m3u8
倒霉特熊,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/87f87ba569c147e3805f80e4844d2de9/1200.m3u8
雲朵妈妈,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d8ad434c6b08421a927557a4d98da65c/1200.m3u8
反转星球,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8
熊大熊二,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1733da751de64e6e910abda889d87a26/1200.m3u8
熊大过年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7ae265653fe149069c3b53e31caaf060/1200.m3u8
狮子王國,https://newcntv.qcloudcdn.com/asp/hls/850/0303000a/3/default/c2e7e767f3144bed959ef20b8b961fe5/850.m3u8
动画小天地,http://118.26.120.34:55336/tslive/c55_lb_139_600_t10/c55_lb_139_600_t10.m3u8?key=0f2a06793124310bc475d77d809f3ab51
兔小贝尔歌,http://118.26.120.22:55336/tslive/c54_lb_136_600_t10/c54_lb_136_600_t10.m3u8?key=0b292c335e5837e94ae056154862a578b
奥特曼,http://118.26.120.35:55336/tslive/c57_lb_210_600_t10/c57_lb_210_600_t10.m3u8?key=0b292c335e5837e94abe4b846218bbc95
猫和老鼠,http://118.26.120.23:55336/tslive/c52_lb_83_600_t10/c52_lb_83_600_t10.m3u8?key=0b292c335e5837e94e2f0ba45f46717fa
